"Период","Google","Яндекс","Bing","Mail.ru","Sogou","Baidu","Tut.by","Yahoo!","Rambler","DuckDuckGo","Ukr.net","Ecosia"
"2022-10-29","14","11","0","0","0","0","0","0","0","0","0","0"
"2022-10-30","21","16","0","0","0","0","0","0","0","0","0","0"
"2022-10-31","28","22","0","1","0","0","0","0","0","0","0","0"
"2022-11-01","25","31","0","0","0","0","0","0","0","0","0","0"
"2022-11-02","26","25","0","0","0","0","0","0","0","0","0","0"
"2022-11-03","27","27","1","1","0","0","0","0","0","0","0","0"
"2022-11-04","27","28","0","1","0","0","0","0","0","0","0","0"
"2022-11-05","11","25","4","1","0","0","0","0","0","0","0","0"
"2022-11-06","23","28","1","1","0","0","0","0","0","0","0","0"
"2022-11-07","24","12","0","1","0","0","0","0","0","0","0","0"
"2022-11-08","25","29","1","0","0","0","0","0","0","0","0","0"
"2022-11-09","34","38","0","1","0","0","0","0","0","0","0","0"
"2022-11-10","27","33","0","0","0","0","0","0","0","0","0","0"
"2022-11-11","35","22","2","0","0","1","0","0","0","0","0","0"
"2022-11-12","19","13","0","2","0","0","0","0","0","0","0","0"
"2022-11-13","27","24","0","0","0","0","0","0","0","0","0","0"
"2022-11-14","34","32","0","1","0","0","0","0","0","0","0","0"
"2022-11-15","30","27","0","0","0","0","0","0","0","0","0","0"
"2022-11-16","25","35","0","0","0","0","0","0","0","0","0","0"
"2022-11-17","39","40","0","0","0","0","0","0","0","0","0","0"
"2022-11-18","27","26","0","0","0","0","0","0","0","0","0","0"
"2022-11-19","23","18","1","0","0","0","0","0","0","0","0","0"
"2022-11-20","15","18","0","0","0","0","0","0","0","0","0","0"
"2022-11-21","33","23","0","1","0","0","0","0","0","0","0","0"
"2022-11-22","35","23","1","1","0","0","0","0","0","0","0","0"
"2022-11-23","45","24","0","0","0","0","0","0","0","0","0","0"
"2022-11-24","38","15","1","0","0","0","0","0","0","0","0","0"
"2022-11-25","36","20","0","0","0","0","0","0","0","0","0","0"
"2022-11-26","31","7","0","1","0","0","0","0","0","0","0","0"
"2022-11-27","15","21","0","0","0","0","0","0","0","0","0","0"
"2022-11-28","30","21","0","0","0","0","0","0","0","0","0","0"
"2022-11-29","28","20","0","0","0","0","0","0","0","0","0","0"
"2022-11-30","25","27","0","0","0","0","0","0","0","0","0","0"
"2022-12-01","31","33","0","0","0","0","0","0","0","0","0","0"
"2022-12-02","31","15","0","0","0","0","0","0","0","0","0","0"
"2022-12-03","21","25","0","0","0","0","0","0","0","0","0","0"
"2022-12-04","26","30","1","0","0","0","0","0","0","0","0","0"
"2022-12-05","41","19","0","0","0","0","0","0","0","0","0","0"
"2022-12-06","23","15","0","0","0","1","0","0","0","0","0","0"
"2022-12-07","31","19","0","1","0","0","0","0","0","0","0","0"
"2022-12-08","38","25","0","0","0","0","0","2","0","0","0","0"
"2022-12-09","27","16","0","0","0","0","0","2","0","0","0","0"
"2022-12-10","16","18","0","0","0","0","0","0","0","0","0","0"
"2022-12-11","33","12","0","1","0","0","0","0","0","0","0","0"
"2022-12-12","50","29","0","0","0","0","0","1","0","0","0","0"
"2022-12-13","40","25","0","0","0","0","0","1","0","0","0","0"
"2022-12-14","30","30","0","0","0","0","0","1","0","0","0","0"
"2022-12-15","20","16","0","0","0","0","0","0","0","0","0","0"
"2022-12-16","29","17","0","0","0","0","0","1","0","0","0","0"
"2022-12-17","19","10","0","0","0","0","0","0","0","0","0","0"
"2022-12-18","22","9","0","1","0","0","0","0","0","0","0","0"
"2022-12-19","29","25","0","0","0","0","0","0","0","0","0","0"
"2022-12-20","42","36","0","0","0","0","0","1","0","0","0","0"
"2022-12-21","25","19","0","0","0","0","0","0","0","0","0","0"
"2022-12-22","40","15","0","0","0","0","0","0","0","0","0","0"
"2022-12-23","22","18","0","0","0","0","0","0","0","0","0","0"
"2022-12-24","17","11","0","0","0","0","0","0","0","0","0","0"
"2022-12-25","35","12","0","0","0","0","0","0","0","0","0","0"
"2022-12-26","24","23","0","0","0","0","0","0","0","0","0","0"
"2022-12-27","29","15","0","0","0","0","0","0","0","0","0","0"
"2022-12-28","38","18","0","0","0","0","0","0","0","0","0","0"
"2022-12-29","15","23","0","0","0","0","0","0","0","0","0","0"
"2022-12-30","23","3","0","0","0","0","0","0","0","0","0","0"
"2022-12-31","7","8","0","0","0","0","0","0","0","0","0","0"
"2023-01-01","13","9","0","0","0","0","0","0","0","0","0","0"
"2023-01-02","30","16","0","0","0","0","0","0","0","0","0","0"
"2023-01-03","35","25","0","0","0","0","0","0","0","0","0","0"
"2023-01-04","41","28","0","0","0","0","0","0","0","0","0","0"
"2023-01-05","41","31","1","0","0","0","0","0","0","0","0","0"
"2023-01-06","34","17","1","0","0","0","0","0","0","0","0","0"
"2023-01-07","28","19","0","0","0","0","0","0","0","0","0","0"
"2023-01-08","36","17","0","0","0","0","0","0","0","0","0","0"
"2023-01-09","44","31","0","0","0","0","0","0","0","0","0","0"
"2023-01-10","44","23","0","0","0","0","0","0","0","0","0","0"
"2023-01-11","55","30","0","0","0","0","0","0","0","0","0","0"
"2023-01-12","46","33","0","0","0","0","0","0","1","0","0","0"
"2023-01-13","40","10","0","0","0","0","0","0","0","0","0","0"
"2023-01-14","25","6","0","1","0","0","0","0","0","0","0","0"
"2023-01-15","30","18","0","0","0","0","0","0","0","0","0","0"
"2023-01-16","44","14","0","0","0","0","0","0","0","0","0","0"
"2023-01-17","56","22","0","0","0","0","0","0","0","0","0","0"
"2023-01-18","52","31","0","0","0","0","0","0","0","0","0","0"
"2023-01-19","59","27","0","0","0","0","0","0","0","0","0","0"
"2023-01-20","46","17","0","0","0","0","0","0","0","0","0","0"
"2023-01-21","24","17","0","0","0","0","0","0","0","0","0","0"
"2023-01-22","31","19","0","0","0","0","0","0","0","0","0","0"
"2023-01-23","25","14","0","0","0","0","0","0","0","0","0","0"
"2023-01-24","36","17","0","0","0","0","0","0","0","0","0","0"
"2023-01-25","51","29","0","0","0","0","0","0","0","0","0","0"
"2023-01-26","43","31","0","0","0","0","0","0","0","0","0","0"
"2023-01-27","32","26","0","0","0","0","0","0","0","0","1","0"
"2023-01-28","19","16","0","0","0","0","0","0","0","0","0","0"
"2023-01-29","30","20","0","0","0","0","0","0","0","0","0","0"
"2023-01-30","51","28","0","0","0","0","0","0","0","0","0","0"
"2023-01-31","46","23","0","0","0","0","0","0","0","0","0","0"
"2023-02-01","38","20","0","0","0","0","0","0","0","0","0","0"
"2023-02-02","45","30","0","0","0","0","0","0","0","0","0","0"
"2023-02-03","35","17","0","0","0","0","0","0","0","0","0","0"
"2023-02-04","27","8","1","0","0","0","0","0","0","0","0","0"
"2023-02-05","41","18","0","0","0","0","0","0","0","0","0","0"
"2023-02-06","66","18","0","0","0","0","0","0","0","0","0","0"
"2023-02-07","53","25","0","0","0","0","0","0","0","0","0","0"
"2023-02-08","63","25","0","0","0","0","0","0","0","0","0","0"
"2023-02-09","54","20","0","0","0","0","0","0","0","0","0","0"
"2023-02-10","53","17","0","0","0","0","0","0","0","0","0","0"
"2023-02-11","37","16","0","0","0","0","0","0","0","0","0","0"
"2023-02-12","37","17","0","0","0","0","0","0","0","0","0","0"
"2023-02-13","50","23","0","0","0","0","0","0","0","0","0","0"
"2023-02-14","50","38","0","0","0","0","0","0","0","0","0","0"
"2023-02-15","38","26","0","0","0","0","0","0","0","0","0","0"
"2023-02-16","53","32","0","0","0","0","0","0","0","0","0","0"
"2023-02-17","32","24","0","0","0","0","0","0","0","0","0","0"
"2023-02-18","23","18","0","0","0","0","0","0","0","0","0","0"
"2023-02-19","39","15","0","0","0","0","0","0","0","0","0","0"
"2023-02-20","51","15","0","0","0","0","0","0","0","0","0","0"
"2023-02-21","65","20","0","0","0","0","0","0","0","0","0","0"
"2023-02-22","48","24","0","0","0","0","0","0","0","0","0","0"
"2023-02-23","35","9","0","0","0","0","0","0","0","0","0","0"
"2023-02-24","36","21","0","0","0","0","0","0","0","0","0","0"
"2023-02-25","23","21","0","0","0","0","0","0","0","1","0","0"
"2023-02-26","25","21","0","0","0","0","0","0","0","0","0","0"
"2023-02-27","29","34","0","0","0","0","0","0","0","0","0","0"
"2023-02-28","47","30","0","0","0","0","0","0","0","0","0","0"
"2023-03-01","55","29","0","0","0","0","0","0","0","0","0","0"
"2023-03-02","64","29","0","0","0","0","0","0","0","0","0","0"
"2023-03-03","41","27","0","0","0","0","0","0","0","0","0","0"
"2023-03-04","49","17","0","0","0","0","0","0","0","0","0","0"
"2023-03-05","42","16","0","0","0","0","0","0","0","0","0","0"
"2023-03-06","46","18","0","0","0","0","0","0","0","0","0","0"
"2023-03-07","55","18","1","0","0","0","0","0","0","0","0","0"
"2023-03-08","28","3","0","0","0","0","0","0","0","0","0","0"
"2023-03-09","57","23","0","0","0","0","0","0","0","1","0","0"
"2023-03-10","46","30","0","0","0","0","0","0","0","0","0","0"
"2023-03-11","22","12","0","0","0","0","0","0","0","0","0","0"
"2023-03-12","40","18","0","0","0","0","0","0","0","0","0","0"
"2023-03-13","42","35","0","0","0","0","0","0","0","0","0","0"
"2023-03-14","53","25","0","0","0","0","0","0","0","0","0","0"
"2023-03-15","53","23","0","0","0","0","0","0","0","0","0","0"
"2023-03-16","47","13","0","0","0","0","0","0","0","0","0","0"
"2023-03-17","41","23","0","0","0","0","0","0","0","0","0","0"
"2023-03-18","25","15","0","0","0","0","0","0","0","0","0","0"
"2023-03-19","33","14","0","0","0","0","0","0","0","0","0","0"
"2023-03-20","40","27","0","0","0","0","0","0","0","0","0","0"
"2023-03-21","47","37","0","0","0","0","0","0","0","0","0","0"
"2023-03-22","36","21","0","0","0","0","0","0","0","0","0","0"
"2023-03-23","49","25","0","0","0","0","0","0","0","0","0","0"
"2023-03-24","46","18","1","0","0","0","0","1","0","0","0","0"
"2023-03-25","18","6","0","0","0","0","0","0","0","0","0","0"
"2023-03-26","35","16","0","0","0","0","0","0","0","0","0","0"
"2023-03-27","48","24","0","0","0","0","0","0","0","0","0","0"
"2023-03-28","49","24","0","0","0","0","0","0","0","0","0","0"
"2023-03-29","62","45","0","0","0","0","0","0","0","0","0","0"
"2023-03-30","44","57","0","0","0","0","0","0","0","0","0","0"
"2023-03-31","45","45","0","0","0","0","0","0","0","0","0","0"
"2023-04-01","28","55","1","1","0","0","0","0","0","0","0","0"
"2023-04-02","38","58","0","1","0","0","0","0","0","0","0","0"
"2023-04-03","40","68","0","0","0","0","0","0","0","0","0","0"
"2023-04-04","55","80","0","0","0","0","0","1","0","0","0","0"
"2023-04-05","48","94","0","0","0","0","0","0","0","0","0","0"
"2023-04-06","50","75","0","1","0","0","0","0","0","0","0","0"
"2023-04-07","46","87","0","0","0","0","0","0","0","0","0","0"
"2023-04-08","26","73","0","0","0","0","0","0","0","0","0","0"
"2023-04-09","34","60","1","0","0","0","0","1","0","0","0","0"
"2023-04-10","60","65","0","0","0","0","0","0","0","0","0","0"
"2023-04-11","42","70","2","0","0","0","0","0","0","0","0","0"
"2023-04-12","48","88","0","0","0","0","0","0","0","0","0","0"
"2023-04-13","47","65","1","1","0","0","0","0","0","0","0","0"
"2023-04-14","47","27","0","1","0","0","0","0","0","1","0","0"
"2023-04-15","26","18","1","0","0","0","0","0","0","0","0","0"
"2023-04-16","31","23","0","0","0","0","0","0","0","0","0","0"
"2023-04-17","57","32","0","0","0","0","0","0","0","0","0","0"
"2023-04-18","49","26","1","1","0","0","0","0","0","0","0","0"
"2023-04-19","41","23","0","0","0","0","0","0","0","0","0","0"
"2023-04-20","51","26","0","2","0","0","0","0","0","0","0","0"
"2023-04-21","32","30","0","0","0","0","0","0","0","0","0","0"
"2023-04-22","10","16","0","0","0","0","0","0","0","0","0","0"
"2023-04-23","16","27","0","0","0","0","0","1","0","0","0","0"
"2023-04-24","24","26","0","3","0","0","0","0","0","0","0","0"
"2023-04-25","23","25","1","0","0","0","0","0","0","0","0","0"
"2023-04-26","38","47","2","0","0","0","0","0","0","0","0","0"
"2023-04-27","43","27","1","1","0","0","0","0","0","0","0","0"
"2023-04-28","37","20","0","1","0","0","0","0","1","0","0","0"
"2023-04-29","38","19","1","1","0","0","0","0","0","0","0","0"
"2023-04-30","10","14","1","1","0","0","0","0","0","0","0","0"
"2023-05-01","20","19","0","1","0","0","0","0","1","0","0","0"
"2023-05-02","33","19","1","1","0","0","0","0","0","0","0","0"
"2023-05-03","31","28","0","0","0","0","0","3","0","0","0","0"
"2023-05-04","40","31","1","1","0","0","0","0","0","0","0","0"
"2023-05-05","37","25","2","0","0","0","0","0","0","0","0","0"
"2023-05-06","18","14","0","1","0","0","0","0","0","0","0","0"
"2023-05-07","29","16","1","1","0","0","0","0","0","0","0","0"
"2023-05-08","28","22","0","0","0","0","0","0","0","0","0","0"
"2023-05-09","25","23","0","0","0","0","0","0","0","0","0","0"
"2023-05-10","37","28","1","1","0","0","0","0","0","0","0","0"
"2023-05-11","41","36","1","0","0","0","0","0","0","0","0","0"
"2023-05-12","37","29","2","2","0","0","0","0","0","0","0","0"
"2023-05-13","30","21","0","1","0","0","0","0","0","0","0","0"
"2023-05-14","22","21","1","0","0","0","0","0","0","0","0","0"
"2023-05-15","38","35","0","0","0","0","0","0","0","0","0","0"
"2023-05-16","40","26","0","0","0","0","0","0","0","0","0","0"
"2023-05-17","53","40","2","0","0","0","0","0","0","2","0","0"
"2023-05-18","49","36","1","0","0","0","0","0","0","0","0","0"
"2023-05-19","33","20","0","0","0","0","0","0","0","0","0","0"
"2023-05-20","28","24","0","0","0","0","0","0","0","0","0","0"
"2023-05-21","22","9","0","0","0","0","0","0","0","0","0","0"
"2023-05-22","37","23","0","0","0","0","0","0","0","0","0","0"
"2023-05-23","42","21","0","0","0","0","0","0","1","0","0","0"
"2023-05-24","38","26","0","0","0","0","0","0","0","0","0","0"
"2023-05-25","42","24","0","0","0","0","0","0","0","0","0","0"
"2023-05-26","46","10","0","0","0","0","0","0","0","0","0","0"
"2023-05-27","15","11","0","0","0","0","0","0","0","0","0","0"
"2023-05-28","26","10","1","0","0","0","0","0","0","0","0","0"
"2023-05-29","42","27","0","0","0","0","0","0","0","0","0","0"
"2023-05-30","31","29","0","0","0","0","0","0","0","0","0","0"
"2023-05-31","36","35","0","0","0","0","0","0","0","0","0","0"
"2023-06-01","37","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-02","31","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-03","24","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-04","21","11","0","0","0","0","0","0","0","0","0","0"
"2023-06-05","43","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-06","44","18","0","1","0","0","0","0","0","0","0","0"
"2023-06-07","36","23","0","0","0","0","0","0","0","0","0","0"
"2023-06-08","45","20","0","0","0","0","0","0","0","0","0","0"
"2023-06-09","34","16","2","0","0","0","0","0","0","0","0","0"
"2023-06-10","15","9","0","1","0","0","0","0","0","0","0","0"
"2023-06-11","30","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-12","41","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-13","42","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-14","37","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-15","53","21","1","0","0","0","0","0","0","0","0","0"
"2023-06-16","37","15","0","0","0","0","0","0","0","0","0","0"
"2023-06-17","27","17","0","1","0","0","0","0","0","0","0","0"
"2023-06-18","21","3","2","0","0","0","0","0","0","0","0","0"
"2023-06-19","26","22","0","0","0","0","0","1","0","0","0","0"
"2023-06-20","34","21","0","0","0","0","0","0","0","0","0","0"
"2023-06-21","44","12","0","0","0","0","0","0","0","0","0","0"
"2023-06-22","40","14","0","0","0","0","0","0","0","0","0","0"
"2023-06-23","26","22","0","0","0","0","0","0","0","0","0","0"
"2023-06-24","13","10","0","0","0","0","0","0","0","0","0","0"
"2023-06-25","14","10","0","0","0","0","0","0","0","0","0","0"
"2023-06-26","44","8","0","0","0","0","0","0","0","0","0","0"
"2023-06-27","42","18","1","0","0","0","0","0","0","0","0","0"
"2023-06-28","35","7","0","1","0","0","0","0","0","0","0","0"
"2023-06-29","45","19","0","0","0","0","0","0","0","0","0","0"
"2023-06-30","39","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-01","19","5","0","0","0","0","0","0","0","0","0","0"
"2023-07-02","23","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-03","29","6","2","0","0","0","0","0","0","0","0","0"
"2023-07-04","43","17","0","1","0","0","0","0","0","0","0","0"
"2023-07-05","31","14","0","0","0","0","0","0","0","0","0","0"
"2023-07-06","37","13","1","0","0","0","0","0","0","0","0","0"
"2023-07-07","29","12","1","0","0","0","0","0","0","0","0","0"
"2023-07-08","26","8","0","0","0","0","0","0","0","0","0","0"
"2023-07-09","21","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-10","36","21","0","0","0","0","0","0","0","0","0","0"
"2023-07-11","41","24","0","0","0","0","0","0","0","0","0","0"
"2023-07-12","43","13","1","1","0","0","0","1","0","0","0","0"
"2023-07-13","38","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-14","27","17","0","0","0","0","0","0","0","1","0","0"
"2023-07-15","14","11","0","0","0","0","0","0","0","0","0","0"
"2023-07-16","15","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-17","35","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-18","55","16","0","1","0","0","0","0","0","0","0","0"
"2023-07-19","42","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-20","38","11","0","0","0","0","0","0","0","0","0","0"
"2023-07-21","39","18","0","0","0","0","0","0","0","0","0","0"
"2023-07-22","18","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-23","28","15","0","0","0","0","0","0","0","0","0","0"
"2023-07-24","38","18","0","0","0","0","0","0","0","0","0","0"
"2023-07-25","28","13","0","0","0","0","0","0","0","0","0","0"
"2023-07-26","47","17","0","0","0","0","0","0","0","0","0","0"
"2023-07-27","42","16","0","0","0","0","0","0","0","0","0","0"
"2023-07-28","29","14","0","0","0","0","0","0","0","0","0","0"
"2023-07-29","15","10","0","0","0","0","0","0","0","0","0","0"
"2023-07-30","23","9","0","0","0","0","0","0","0","0","0","0"
"2023-07-31","26","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-01","39","19","0","0","0","0","0","0","0","0","0","0"
"2023-08-02","34","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-03","33","11","0","0","0","0","0","0","0","0","0","0"
"2023-08-04","35","20","0","0","0","0","0","0","0","0","0","0"
"2023-08-05","34","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-06","25","9","0","0","0","0","0","0","0","0","0","0"
"2023-08-07","49","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-08","50","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-09","30","23","0","0","0","0","0","0","0","0","0","0"
"2023-08-10","45","16","0","0","0","0","0","0","0","0","0","0"
"2023-08-11","44","14","0","1","0","0","0","0","0","0","0","0"
"2023-08-12","21","8","0","0","0","0","0","0","0","0","0","0"
"2023-08-13","19","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-14","45","12","1","1","0","0","0","0","0","0","0","0"
"2023-08-15","51","17","0","0","0","0","0","0","0","0","0","0"
"2023-08-16","41","18","0","0","0","0","0","0","0","0","0","0"
"2023-08-17","46","10","0","0","0","0","0","0","0","0","0","0"
"2023-08-18","54","17","0","0","0","0","0","0","0","0","0","0"
"2023-08-19","23","9","0","0","0","0","0","0","0","0","0","0"
"2023-08-20","28","6","0","0","0","0","0","0","0","0","0","0"
"2023-08-21","57","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-22","42","18","0","0","0","0","0","0","0","0","0","0"
"2023-08-23","47","24","0","0","0","0","0","0","0","0","0","0"
"2023-08-24","32","17","0","0","0","0","0","0","0","1","0","0"
"2023-08-25","44","14","0","0","0","0","0","0","0","0","0","0"
"2023-08-26","17","12","0","0","0","0","0","0","0","0","0","0"
"2023-08-27","19","11","0","0","0","0","0","0","0","0","0","0"
"2023-08-28","33","13","0","0","0","0","0","0","0","0","0","0"
"2023-08-29","56","21","0","0","0","0","0","0","0","0","0","0"
"2023-08-30","47","8","0","0","0","0","0","0","0","0","0","0"
"2023-08-31","45","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-01","55","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-02","27","6","0","0","0","0","0","0","0","0","0","0"
"2023-09-03","25","11","0","0","0","0","0","0","0","0","0","0"
"2023-09-04","39","19","0","0","0","0","0","0","0","0","0","0"
"2023-09-05","44","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-06","35","19","0","0","0","0","0","0","0","0","0","0"
"2023-09-07","49","22","0","0","0","0","0","0","0","1","0","0"
"2023-09-08","30","27","0","0","0","0","0","0","0","0","0","0"
"2023-09-09","15","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-10","20","11","0","0","0","0","0","0","0","0","0","0"
"2023-09-11","51","20","0","0","0","0","0","0","0","0","0","0"
"2023-09-12","42","29","0","0","0","0","0","0","0","0","0","0"
"2023-09-13","66","25","2","0","0","0","0","0","0","0","0","0"
"2023-09-14","55","22","0","0","0","0","0","0","0","0","0","0"
"2023-09-15","47","14","0","0","0","0","0","0","0","0","0","0"
"2023-09-16","27","9","0","0","0","0","0","0","0","0","0","0"
"2023-09-17","28","10","0","0","0","0","0","0","0","0","0","0"
"2023-09-18","70","20","0","0","0","0","0","0","0","0","0","0"
"2023-09-19","48","16","0","0","0","0","0","0","0","0","0","0"
"2023-09-20","69","25","0","0","0","0","0","0","0","0","0","0"
"2023-09-21","51","20","2","0","0","0","0","0","1","0","0","0"
"2023-09-22","49","17","0","0","0","0","0","0","0","0","0","0"
"2023-09-23","22","8","0","0","0","0","0","0","0","0","0","0"
"2023-09-24","27","14","0","0","0","0","0","0","0","0","0","0"
"2023-09-25","45","21","0","0","0","0","0","0","0","0","0","0"
"2023-09-26","35","21","1","0","0","0","0","0","0","0","0","0"
"2023-09-27","62","26","1","0","0","0","0","0","0","0","0","0"
"2023-09-28","58","24","0","0","0","0","0","0","0","0","0","0"
"2023-09-29","48","18","0","0","0","0","0","0","0","0","0","0"
"2023-09-30","25","9","0","0","0","0","0","0","0","0","0","0"
"2023-10-01","29","12","0","0","0","0","0","0","0","0","0","0"
"2023-10-02","56","17","1","0","0","0","0","0","0","0","0","0"
"2023-10-03","40","20","0","0","0","0","0","0","0","0","0","0"
"2023-10-04","52","24","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","56","13","0","0","0","0","0","0","0","0","0","0"
"2023-10-06","44","23","0","0","0","0","0","0","0","0","0","0"
"2023-10-07","28","16","0","0","0","0","0","0","0","0","0","0"
"2023-10-08","3","0","0","0","0","0","0","0","0","0","0","0"
